gene_symbol,ensembl_id,replogle:K562_essential_normalized_bulk,replogle:K562_essential_raw_bulk,replogle:K562_essential_raw_singlecell,replogle:K562_gwps_normalized_bulk,replogle:K562_gwps_raw_bulk,replogle:K562_gwps_raw_singlecell,replogle:rpe1_normalized_bulk,replogle:rpe1_raw_bulk,replogle:rpe1_raw_singlecell,lincs:level5_beta_ctl_n58022x12328,lincs:level5_beta_ctl_n58022x12328:landmark,lincs:level5_beta_trt_xpr_n142901x12328,lincs:level5_beta_trt_xpr_n142901x12328:landmark
RSPO4,ENSG00000101282,False,False,False,False,False,False,False,False,False,False,False,False,False
MYL9,ENSG00000101335,False,False,False,False,False,False,True,True,True,True,True,True,True
CST4,ENSG00000101441,False,False,False,False,False,False,False,False,False,True,False,True,False
USP14,ENSG00000101557,True,True,True,True,True,True,True,True,True,True,True,True,True
RNMT,ENSG00000101654,True,True,True,True,True,True,True,True,True,True,True,True,True
PSMD10,ENSG00000101843,True,True,True,True,True,True,True,True,True,True,True,True,True
GPR143,ENSG00000101850,False,False,False,False,False,False,False,False,False,True,False,True,False
PGRMC1,ENSG00000101856,True,True,True,True,True,True,True,True,True,True,True,True,True
MID1,ENSG00000101871,False,False,False,False,False,False,True,True,True,True,False,True,False
SUV39H1,ENSG00000101945,False,False,False,False,False,False,False,False,False,True,True,True,True
PLP2,ENSG00000102007,True,True,True,True,True,True,True,True,True,True,True,True,True
PLS3,ENSG00000102024,False,False,False,False,False,False,True,True,True,True,False,True,False
NAA10,ENSG00000102030,True,True,True,True,True,True,True,True,True,True,False,True,False
SLC25A14,ENSG00000102078,True,True,True,True,True,True,True,True,True,True,True,True,True
FMR1,ENSG00000102081,True,True,True,True,True,True,True,True,True,True,False,True,False
BRS3,ENSG00000102239,False,False,False,False,False,False,False,False,False,True,False,True,False
HTATSF1,ENSG00000102241,True,True,True,True,True,True,True,True,True,True,True,True,True
NDFIP2,ENSG00000102471,True,True,True,True,True,True,True,True,True,False,False,False,False
TNFSF13B,ENSG00000102524,False,False,False,False,False,False,False,False,False,False,False,False,False
FNDC3A,ENSG00000102531,True,True,True,True,True,True,True,True,True,True,False,True,False
CORO1A,ENSG00000102879,False,False,False,True,True,True,False,False,False,True,True,True,True
PHKB,ENSG00000102893,True,True,True,True,True,True,True,True,True,True,True,True,True
LYRM1,ENSG00000102897,True,True,True,True,True,True,True,True,True,True,True,True,True
NUP93,ENSG00000102900,True,True,True,True,True,True,True,True,True,True,True,True,True
ACD,ENSG00000102977,True,True,True,True,True,True,True,True,True,True,True,True,True
NDRG4,ENSG00000103034,False,False,False,False,False,False,False,False,False,True,False,True,False
HAS3,ENSG00000103044,False,False,False,False,False,False,False,False,False,False,False,False,False
COG4,ENSG00000103051,True,True,True,True,True,True,True,True,True,True,True,True,True
PLA2G15,ENSG00000103066,False,False,False,False,False,False,True,True,True,True,True,True,True
MON1B,ENSG00000103111,True,True,True,True,True,True,True,True,True,True,False,True,False
AXIN1,ENSG00000103126,True,True,True,True,True,True,True,True,True,True,True,True,True
MPG,ENSG00000103152,True,True,True,True,True,True,True,True,True,True,False,True,False
CIAO3,ENSG00000103245,True,True,True,True,True,True,True,True,True,True,True,True,True
SLC7A5,ENSG00000103257,True,True,True,True,True,True,True,True,True,True,False,True,False
METRN,ENSG00000103260,True,True,True,True,True,True,True,True,True,True,True,True,True
STUB1,ENSG00000103266,True,True,True,True,True,True,True,True,True,True,True,True,True
DNAJA3,ENSG00000103423,True,True,True,True,True,True,True,True,True,True,True,True,True
STX4,ENSG00000103496,True,True,True,True,True,True,True,True,True,True,True,True,True
CCP110,ENSG00000103540,True,True,True,True,True,True,True,True,True,True,True,True,True
CSK,ENSG00000103653,True,True,True,True,True,True,True,True,True,True,True,True,True
RASL12,ENSG00000103710,False,False,False,False,False,False,False,False,False,True,False,True,False
FAH,ENSG00000103876,True,True,True,True,True,True,True,True,True,True,True,True,True
HOMER2,ENSG00000103942,False,False,False,False,False,False,False,False,False,True,True,True,True
GABPB1,ENSG00000104064,True,True,True,True,True,True,True,True,True,True,True,True,True
TJP1,ENSG00000104067,True,True,True,True,True,True,True,True,True,True,True,True,True
DECR1,ENSG00000104325,True,True,True,True,True,True,True,True,True,True,True,True,True
POP1,ENSG00000104356,True,True,True,True,True,True,True,True,True,True,False,True,False
IKBKB,ENSG00000104365,True,True,True,True,True,True,True,True,True,True,True,True,True
SPAG1,ENSG00000104450,False,False,False,False,False,False,True,True,True,True,False,True,False
SNX16,ENSG00000104497,False,False,False,False,False,False,True,True,True,True,False,True,False
TSTA3,ENSG00000104522,True,True,True,True,True,True,True,True,True,True,True,True,True
PYCR3,ENSG00000104524,True,True,True,True,True,True,True,True,True,True,False,True,False
PPP2CB,ENSG00000104695,True,True,True,True,True,True,True,True,True,True,False,True,False
ASAH1,ENSG00000104763,True,True,True,True,True,True,True,True,True,True,True,True,True
BNIP3L,ENSG00000104765,True,True,True,True,True,True,True,True,True,True,True,True,True
MAN2B1,ENSG00000104774,True,True,True,True,True,True,True,True,True,True,True,True,True
ECH1,ENSG00000104823,True,True,True,True,True,True,True,True,True,True,True,True,True
NFKBIB,ENSG00000104825,True,True,True,True,True,True,True,True,True,True,True,True,True
KCNA7,ENSG00000104848,False,False,False,False,False,False,False,False,False,False,False,False,False
RELB,ENSG00000104856,False,False,False,False,False,False,False,False,False,True,True,True,True
PIH1D1,ENSG00000104872,True,True,True,True,True,True,True,True,True,True,True,True,True
PLEKHJ1,ENSG00000104886,True,True,True,True,True,True,True,True,True,True,True,True,True
AMH,ENSG00000104899,False,False,False,False,False,False,False,False,False,True,False,True,False
LILRB1,ENSG00000104972,False,False,False,False,False,False,False,False,False,True,False,True,False
AKAP8,ENSG00000105127,True,True,True,True,True,True,True,True,True,True,True,True,True
POP4,ENSG00000105171,True,True,True,True,True,True,True,True,True,True,True,True,True
FSD1,ENSG00000105255,False,False,False,False,False,False,True,True,True,True,True,True,True
POLR2I,ENSG00000105258,True,True,True,True,True,True,True,True,True,True,True,True,True
ETFB,ENSG00000105379,True,True,True,True,True,True,True,True,True,True,True,True,True
CRX,ENSG00000105392,False,False,False,False,False,False,False,False,False,True,False,True,False
KDELR1,ENSG00000105438,True,True,True,True,True,True,True,True,True,True,False,True,False
GRWD1,ENSG00000105447,True,True,True,True,True,True,True,True,True,True,True,True,True
LIG1,ENSG00000105486,True,True,True,True,True,True,True,True,True,True,True,True,True
CAPS,ENSG00000105519,False,False,False,False,False,False,False,False,False,False,False,False,False
RASIP1,ENSG00000105538,False,False,False,False,False,False,False,False,False,True,False,True,False
TMEM147,ENSG00000105677,True,True,True,True,True,True,True,True,True,True,False,True,False
GAPDHS,ENSG00000105679,False,False,False,False,False,False,False,False,False,True,False,True,False
LSR,ENSG00000105699,True,True,True,True,True,True,True,True,True,True,True,True,True
CDK6,ENSG00000105810,True,True,True,True,True,True,True,True,True,True,True,True,True
TFPI2,ENSG00000105825,False,False,False,False,False,False,True,True,True,True,False,True,False
BET1,ENSG00000105829,True,True,True,True,True,True,True,True,True,True,False,True,False
PON2,ENSG00000105854,False,False,False,False,False,False,True,True,True,True,False,True,False
MPP6,ENSG00000105926,True,True,True,True,True,True,True,True,True,True,False,True,False
DNAJB6,ENSG00000105993,True,True,True,True,True,True,True,True,True,True,True,True,True
HOXA5,ENSG00000106004,False,False,False,False,False,False,False,False,False,True,True,True,True
HIBADH,ENSG00000106049,True,True,True,True,True,True,True,True,True,False,False,False,False
GRB10,ENSG00000106070,True,True,True,True,True,True,True,True,True,True,True,True,True
FKBP14,ENSG00000106080,True,True,True,True,True,True,True,True,True,True,True,True,True
STX1A,ENSG00000106089,False,False,False,False,False,False,True,True,True,True,True,True,True
CASP2,ENSG00000106144,True,True,True,True,True,True,True,True,True,True,True,True,True
HSPB1,ENSG00000106211,True,True,True,True,True,True,True,True,True,True,True,True,True
ZKSCAN1,ENSG00000106261,True,True,True,True,True,True,True,True,True,True,False,True,False
HYAL4,ENSG00000106302,False,False,False,False,False,False,False,False,False,True,False,True,False
AIMP2,ENSG00000106305,True,True,True,True,True,True,True,True,True,True,False,True,False
IMPDH1,ENSG00000106348,True,True,True,True,True,True,True,True,True,True,False,True,False
LSM5,ENSG00000106355,True,True,True,True,True,True,True,True,True,True,True,True,True
SERPINE1,ENSG00000106366,False,False,False,False,False,False,True,True,True,True,True,True,True
PLOD3,ENSG00000106397,True,True,True,True,True,True,True,True,True,True,True,True,True
RPA3,ENSG00000106399,True,True,True,True,True,True,True,True,True,True,True,True,True
NRF1,ENSG00000106459,False,False,False,False,False,False,False,False,False,True,False,True,False
EZH2,ENSG00000106462,True,True,True,True,True,True,True,True,True,True,True,True,True
MEST,ENSG00000106484,True,True,True,True,True,True,True,True,True,True,True,True,True
BLVRA,ENSG00000106605,True,True,True,True,True,True,True,True,True,True,True,True,True
RHEB,ENSG00000106615,True,True,True,True,True,True,True,True,True,True,True,True,True
PRKAG2,ENSG00000106617,False,False,False,False,False,False,True,True,True,True,True,True,True
BCL7B,ENSG00000106635,True,True,True,True,True,True,True,True,True,True,True,True,True
YKT6,ENSG00000106636,True,True,True,True,True,True,True,True,True,True,True,True,True
C5,ENSG00000106804,False,False,False,False,False,False,False,False,False,True,True,True,True
ASPN,ENSG00000106819,False,False,False,False,False,False,False,False,False,True,False,True,False
DNM1,ENSG00000106976,True,True,True,True,True,True,True,True,True,True,True,True,True
AK1,ENSG00000106992,True,True,True,True,True,True,True,True,True,True,False,True,False
TBC1D13,ENSG00000107021,True,True,True,True,True,True,True,True,True,True,False,True,False
NCS1,ENSG00000107130,True,True,True,True,True,True,True,True,True,True,False,True,False
TESK1,ENSG00000107140,False,False,False,False,False,False,True,True,True,True,True,True,True
DDX58,ENSG00000107201,False,False,False,False,False,False,True,True,True,True,False,True,False
NPDC1,ENSG00000107281,False,False,False,False,False,False,True,True,True,True,True,True,True
SH3GL2,ENSG00000107295,False,False,False,False,False,False,False,False,False,True,False,True,False
SHB,ENSG00000107338,False,False,False,False,False,False,True,True,True,True,True,True,True
PDLIM1,ENSG00000107438,True,True,True,True,True,True,True,True,True,True,True,True,True
GATA3,ENSG00000107485,False,False,False,False,False,False,False,False,False,True,True,True,True
RAB11FIP2,ENSG00000107560,True,True,True,False,False,False,True,True,True,True,True,True,True
DDX50,ENSG00000107625,True,True,True,True,True,True,True,True,True,True,False,True,False
NSMCE4A,ENSG00000107672,True,True,True,True,True,True,True,True,True,True,False,True,False
PALD1,ENSG00000107719,False,False,False,False,False,False,False,False,False,False,False,False,False
BMPR1A,ENSG00000107779,True,True,True,True,True,True,True,True,True,True,False,True,False
LIPA,ENSG00000107798,False,False,False,False,False,False,True,True,True,True,True,True,True
PITRM1,ENSG00000107959,True,True,True,True,True,True,True,True,True,True,False,True,False
XPNPEP1,ENSG00000108039,True,True,True,True,True,True,True,True,True,True,True,True,True
SMC3,ENSG00000108055,True,True,True,True,True,True,True,True,True,True,True,True,True
ZMIZ1,ENSG00000108175,False,False,False,False,False,False,True,True,True,True,True,True,True
CASC3,ENSG00000108349,True,True,True,True,True,True,True,True,True,True,True,True,True
RAD51C,ENSG00000108384,True,True,True,True,True,True,True,True,True,True,True,True,True
RNF167,ENSG00000108523,True,True,True,True,True,True,True,True,True,True,True,True,True
CHRNE,ENSG00000108556,False,False,False,False,False,False,False,False,False,True,False,True,False
NUP88,ENSG00000108559,True,True,True,True,True,True,True,True,True,True,True,True,True
BLMH,ENSG00000108578,True,True,True,True,True,True,True,True,True,True,True,True,True
DRG2,ENSG00000108591,True,True,True,True,True,True,True,True,True,True,False,True,False
SMARCD2,ENSG00000108604,True,True,True,True,True,True,True,True,True,True,True,True,True
CYTH1,ENSG00000108669,True,True,True,True,True,True,False,False,False,True,True,True,True
CCL2,ENSG00000108691,False,False,False,False,False,False,True,True,True,True,True,True,True
CCL8,ENSG00000108700,False,False,False,False,False,False,False,False,False,True,False,True,False
RAB5C,ENSG00000108774,True,True,True,True,True,True,True,True,True,True,False,True,False
COL1A1,ENSG00000108821,False,False,False,False,False,False,True,True,True,True,True,True,True
VAT1,ENSG00000108828,True,True,True,True,True,True,True,True,True,True,True,True,True
DUSP3,ENSG00000108861,True,True,True,True,True,True,True,True,True,True,True,True,True
MMD,ENSG00000108960,False,False,False,False,False,False,False,False,False,True,False,True,False
DPH1,ENSG00000108963,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC9A3R1,ENSG00000109062,True,True,True,True,True,True,True,True,True,True,False,True,False
MYH3,ENSG00000109063,False,False,False,False,False,False,False,False,False,True,False,True,False
TMEM97,ENSG00000109084,True,True,True,True,True,True,True,True,True,True,True,True,True
ALDOC,ENSG00000109107,False,False,False,True,True,True,False,False,False,True,True,True,True
DCUN1D4,ENSG00000109184,True,True,True,True,True,True,True,True,True,True,True,True,True
ODAM,ENSG00000109205,False,False,False,False,False,False,False,False,False,True,False,True,False
CHIC2,ENSG00000109220,True,True,True,True,True,True,True,True,True,True,True,True,True
NFKB1,ENSG00000109320,True,True,True,True,True,True,True,True,True,True,False,True,False
AREG,ENSG00000109321,True,True,True,True,True,True,False,False,False,True,False,True,False
INPP4B,ENSG00000109452,False,False,False,False,False,False,True,True,True,True,True,True,True
GAB1,ENSG00000109458,False,False,False,False,False,False,False,False,False,True,False,True,False
WFS1,ENSG00000109501,False,False,False,False,False,False,True,True,True,True,True,True,True
TRIM2,ENSG00000109654,False,False,False,False,False,False,True,True,True,True,True,True,True
MFSD10,ENSG00000109736,True,True,True,True,True,True,True,True,True,True,True,True,True
NCAPG,ENSG00000109805,True,True,True,True,True,True,True,True,True,True,False,True,False
UGDH,ENSG00000109814,True,True,True,True,True,True,True,True,True,True,True,True,True
